"A1,1","A1,2","A2,1","A2,2","A3,1","A3,2","A4,1","A4,2","A5,1","A5,2","A6,1","A6,2","A7,1","A7,2","A8,1","A8,2","A9,1","A9,2","A10,1","A10,2","A11,1","A11,2","A12,1","A12,2","A13,1","A13,2","A14,1","A14,2","A15,1","A15,2","A16,1","A16,2","A17,1","A17,2","A18,1","A18,2","A19,1","A19,2","A20,1","A20,2","A21,1","A21,2","A22,1","A22,2","A23,1","A23,2","A24,1","A24,2","A25,1","A25,2","A26,1","A26,2","A27,1","A27,2","A28,1","A28,2","A29,1","A29,2","A30,1","A30,2","A31,1","A31,2","A32,1","A32,2","A33,1","A33,2","A34,1","A34,2","A35,1","A35,2","A36,1","A36,2","A37,1","A37,2","A38,1","A38,2","A39,1","A39,2","A40,1","A40,2","A41,1","A41,2","A42,1","A42,2","A43,1","A43,2","A44,1","A44,2","A45,1","A45,2","A46,1","A46,2","A47,1","A47,2","A48,1","A48,2","A49,1","A49,2","A50,1","A50,2","A51,1","A51,2","A52,1","A52,2","A53,1","A53,2","A54,1","A54,2","A55,1","A55,2","A56,1","A56,2","A57,1","A57,2","A58,1","A58,2","A59,1","A59,2","A60,1","A60,2","A61,1","A61,2","A62,1","A62,2","A63,1","A63,2","A64,1","A64,2","Nants","Nints","NOnAnt","Nvars","Nconstr","OBvalues","GoodCov","FairCov","NoCov","NoCovMaxL","DPtimes","OptConstT","Solvertimes","MaxRSS","TStatus"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,128,950,36,2978,18736,76.2,153.6571640659545,77.75678670863057,24.586049225414943,12.03937498329418,1.475103748,0.979875468,0.7537288665771484,1183.23,OPTIMAL
